trade_date,ts_code
20200320,SH513030
20200320,SZ159937
20200320,SZ159949
20200323,SH510330
20200323,SH513500
20200323,SH513030
20200323,SZ159952
20200323,SH510390
20200324,SH518880
20200324,SH518800
20200324,SH513030
20200324,SZ159937
20200324,SZ159949
20200325,SH518880
20200325,SH518800
20200325,SZ159937
20200326,SH510300
20200326,SH513100
20200326,SH518880
20200326,SH518800
20200326,SZ159937
20200327,SH510050
20200327,SZ159915
20200327,SH510300
20200327,SH513100
20200327,SH518880
20200330,SZ159915
20200330,SH518880
20200330,SH518800
20200330,SZ159937
20200330,SZ159949
20200331,SZ159915
20200331,SH510300
20200331,SH510900
20200331,SH518880
20200331,SZ159937
20200401,SH510050
20200401,SH510900
20200401,SH513100
20200401,SH518880
20200401,SZ159937
20200402,SH518880
20200402,SH518800
20200402,SZ159937
20200403,SH518880
20200403,SH518800
20200403,SH513030
20200403,SZ159937
20200407,SH518880
20200407,SH518800
20200407,SZ159937
20200408,SH518880
20200408,SH518800
20200408,SZ159937
20200409,SH518880
20200409,SH518800
20200409,SZ159937
20200410,SH518880
20200410,SH518800
20200410,SZ159937
20200413,SH518880
20200413,SH518800
20200413,SZ159937
20200414,SH518880
20200414,SH518800
20200414,SZ159937
20200415,SH518880
20200415,SH518800
20200415,SZ159937
20200416,SH518880
20200416,SH518800
20200416,SZ159937
20200417,SH518880
20200417,SH518800
20200417,SZ159937
20200420,SH518880
20200420,SH518800
20200420,SZ159937
20200420,SH513900
20200421,SH518880
20200421,SH518800
20200421,SZ159937
20200422,SH518880
20200422,SZ159937
20200422,SH513900
20200423,SH518880
20200423,SZ159937
20200424,SH518880
20200424,SZ159937
20200424,SH513900
20200427,SH518880
20200427,SZ159937
20200427,SH513900
20200428,SH518880
20200428,SZ159937
20200428,SH513900
20200513,SH518800
20200513,SZ159937
20200514,SH518800
20200514,SZ159937
20200515,SH518800
20200515,SZ159937
20200518,SH518800
20200518,SZ159937
20200519,SH518800
20200519,SZ159937
20200520,SH518800
20200520,SZ159937
20200521,SH518800
20200521,SZ159937
20200522,SH518800
20200522,SZ159937
20200525,SH518800
20200525,SZ159937
20200526,SH518800
20200526,SZ159937
20200527,SH518800
20200527,SZ159937
20200528,SH518800
20200528,SZ159937
20200529,SH518800
20200529,SZ159937
20200529,SH512150
20200601,SH518800
20200601,SZ159937
20200601,SH512150
20200602,SH518800
20200602,SZ159937
20200602,SH512150
20200603,SH518800
20200603,SZ159937
20200603,SH512150
20200604,SH518800
20200604,SZ159937
20200604,SH512150
20200605,SH518800
20200605,SZ159937
20200605,SH512150
20200608,SH518800
20200608,SZ159937
20200608,SH512150
20200609,SH518800
20200609,SZ159937
20200610,SH518880
20200610,SH518800
20200610,SZ159937
20200611,SH510150
20200611,SH518880
20200611,SH518800
20200611,SZ159937
20200612,SH518880
20200612,SH518800
20200612,SH513030
20200612,SZ159937
20200615,SH518880
20200615,SH513500
20200615,SH513030
20200615,SZ159937
20200616,SH518880
20200616,SH518800
20200616,SZ159937
20200617,SH518880
20200617,SH518800
20200617,SH513030
20200617,SZ159937
20200618,SH518880
20200618,SH518800
20200618,SZ159937
20200619,SH518880
20200619,SH518800
20200619,SZ159937
20200622,SH510210
20200622,SH518880
20200622,SH518800
20200622,SH513030
20200622,SZ159937
20200623,SH510210
20200623,SH518880
20200623,SH518800
20200623,SZ159937
20200624,SH510210
20200624,SH518880
20200624,SH518800
20200624,SH513030
20200624,SZ159937
20200629,SH510210
20200629,SH518880
20200629,SH518800
20200629,SH513030
20200629,SZ159937
20200630,SH510210
20200630,SH518880
20200630,SH518800
20200630,SH513030
20200630,SZ159937
20200701,SH518880
20200701,SH518800
20200701,SZ159937
20200702,SH518880
20200702,SH518800
20200702,SZ159937
20200703,SH518880
20200703,SH518800
20200703,SZ159937
20200706,SH518880
20200706,SH518800
20200706,SZ159937
20200707,SH518880
20200707,SH518800
20200707,SZ159937
20200708,SH518880
20200708,SZ159937
20200708,SH512550
20200708,SH510800
20200708,SH512150
20200709,SH518880
20200709,SZ159937
20200709,SH512550
20200709,SH510800
20200709,SH512150
20200710,SH518880
20200710,SZ159937
20200710,SH512550
20200710,SH510800
20200710,SZ159954
20200713,SH518880
20200713,SZ159937
20200713,SH510800
20200713,SZ159954
20200713,SH512150
20200714,SH518880
20200714,SH518800
20200714,SZ159937
20200715,SH518880
20200715,SH518800
20200715,SZ159937
20200716,SZ159915
20200716,SH510500
20200716,SH518880
20200716,SZ159937
20200716,SZ159949
20200717,SZ159915
20200717,SH510500
20200717,SH518880
20200717,SZ159937
20200717,SZ159949
20200720,SH518880
20200720,SH510680
20200720,SH512220
20200720,SZ159937
20200720,SZ159955
20200721,SH518880
20200721,SH510680
20200721,SH512220
20200721,SZ159937
20200722,SH518880
20200722,SH518800
20200722,SH510680
20200722,SZ159937
20200723,SH518880
20200723,SH518800
20200723,SZ159937
20200724,SH518880
20200724,SH518800
20200724,SZ159937
20200724,SH510850
20200727,SH510510
20200727,SH518880
20200727,SH518800
20200727,SZ159956
20200727,SH510850
20200728,SH510510
20200728,SH518880
20200728,SH518800
20200728,SH510680
20200728,SH510850
20200729,SH518880
20200729,SH518800
20200729,SH510680
20200729,SZ159937
20200730,SH518880
20200730,SH518800
20200730,SH510680
20200730,SZ159937
20200731,SH518880
20200731,SH518800
20200731,SZ159937
20200803,SH518880
20200803,SH518800
20200803,SH510680
20200803,SZ159937
20200804,SH518880
20200804,SH518800
20200804,SH510680
20200804,SZ159937
20200805,SH518880
20200805,SH518800
20200805,SH510680
20200806,SH518880
20200806,SH518800
20200807,SH518880
20200807,SH518800
20200810,SH518880
20200810,SH510680
20200810,SZ159937
20200811,SH518880
20200811,SZ159937
20200812,SZ159915
20200812,SH518880
20200812,SZ159937
20200812,SZ159949
20200813,SZ159915
20200813,SH518880
20200813,SH518800
20200813,SZ159937
20200813,SZ159949
20200814,SH518880
20200814,SH518800
20200814,SZ159937
20200817,SH518880
20200817,SZ159937
20200818,SH518880
20200818,SZ159937
20200819,SH518880
20200819,SZ159937
20200820,SH518880
20200820,SZ159937
20200821,SH518880
20200821,SZ159937
20200824,SH518880
20200824,SZ159937
20200825,SH518880
20200825,SZ159937
20200826,SH518880
20200826,SZ159937
20200827,SH518880
20200827,SZ159937
20200828,SH518880
20200828,SZ159937
20200831,SH518880
20200831,SZ159937
20200901,SH518880
20200901,SZ159937
20200902,SH518880
20200902,SZ159937
20200903,SH518880
20200903,SZ159937
20200904,SH513100
20200904,SH518880
20200904,SH518800
20200904,SZ159941
20200907,SH513100
20200907,SH518880
20200907,SH513500
20200907,SZ159941
20200907,SH513050
20200908,SH513100
20200908,SH518880
20200908,SH513500
20200908,SZ159941
20200908,SH513050
20200909,SH510150
20200909,SZ159915
20200909,SH513100
20200909,SZ159949
20200909,SH513050
20200910,SZ159915
20200910,SH513100
20200910,SZ159941
20200910,SZ159949
20200910,SH513050
20200911,SZ159915
20200911,SH513100
20200911,SH518880
20200911,SZ159941
20200911,SZ159949
20200914,SH518880
20200914,SH518800
20200915,SH518880
20200915,SH518800
20200916,SZ159915
20200916,SH518880
20200916,SH518800
20200916,SZ159949
20200916,SH513050
20200917,SH518880
20200917,SH518800
20200917,SH513500
20200917,SH513050
20200918,SH518880
20200918,SH518800
20200921,SZ159915
20200921,SH518880
20200921,SH518800
20200921,SZ159941
20200921,SZ159949
20200922,SZ159915
20200922,SH513100
20200922,SH518880
20200922,SH518800
20200922,SZ159941
20200923,SH513100
20200923,SH518880
20200923,SH518800
20200923,SH513500
20200923,SZ159941
20200924,SH513100
20200924,SH518880
20200924,SH518800
20200924,SZ159941
20200925,SH513100
20200925,SH518880
20200925,SH518800
20200925,SZ159941
20200928,SH518880
20200928,SH518800
20200929,SH518880
20200929,SH518800
20200930,SH518800
20201023,SH518880
20201026,SH518880
20201026,SZ159941
20201027,SH518880
20201028,SH518880
20201029,SH518880
20201030,SH518880
20201102,SH518880
20201102,SH513030
20201103,SH518880
20201104,SH518880
20201105,SH518880
20201106,SH518880
20201109,SH518880
20201110,SH513100
20201110,SH518880
20201111,SH513100
20201111,SH518880
20201111,SZ159941
20201111,SH513050
20201112,SH513100
20201112,SH518880
20201112,SH513050
20201113,SH513100
20201113,SH518880
20201116,SH518880
20201116,SH513050
20201117,SH518880
20201118,SH518880
20201119,SH518880
20201120,SH518880
20201123,SH518880
20201124,SH518880
20201125,SH518880
20201126,SH518880
20201126,SZ159941
20201127,SH518880
20201127,SZ159941
20201130,SH518880
20201130,SZ159941
20201201,SH518880
20201201,SZ159941
20201202,SH518880
20201202,SZ159941
20201203,SH518880
20201203,SZ159941
20201204,SH518880
20201204,SZ159941
20201207,SH518880
20201207,SZ159941
20201208,SH518880
20201208,SZ159941
20201209,SH518880
20201209,SZ159941
20201210,SH518880
20201210,SZ159941
20201211,SH518880
20201211,SZ159941
20201214,SH518880
20201214,SZ159941
20201215,SH518880
20201215,SZ159941
20201216,SH518880
20201216,SZ159941
20201217,SH518880
20201217,SZ159941
20201218,SH518880
20201218,SZ159941
20201221,SH518880
20201221,SZ159941
20201222,SH518880
20201222,SZ159941
20201223,SH518880
20201223,SZ159941
20201224,SH518880
20201224,SZ159941
20201225,SH518880
20201225,SZ159941
20201228,SH518880
20201228,SZ159941
20201229,SH518880
20201229,SZ159941
20201230,SH518880
20201230,SZ159941
20201231,SH518880
20201231,SZ159941
20210104,SH518880
20210104,SZ159941
20210105,SH518880
20210105,SZ159941
20210106,SH518880
20210106,SZ159941
20210107,SH518880
20210107,SH512220
20210107,SZ159941
20210107,SH513900
20210108,SH518880
20210108,SZ159941
20210108,SH513900
20210111,SH518880
20210111,SZ159941
20210112,SH518880
20210112,SZ159941
20210112,SH513900
20210113,SH518880
20210113,SZ159941
20210114,SH518880
20210114,SZ159941
20210114,SH515650
20210115,SH518880
20210115,SZ159941
20210115,SH513900
20210118,SH518880
20210118,SZ159941
20210119,SH510150
20210119,SH518880
20210119,SZ159941
20210119,SH515650
20210120,SH518880
20210120,SZ159941
20210120,SH513900
20210120,SZ159985
20210121,SH518880
20210121,SZ159941
20210121,SH513900
20210122,SH518880
20210122,SZ159941
20210122,SH513900
20210122,SZ159985
20210125,SH510210
20210125,SH518880
20210125,SZ159941
20210125,SH513900
20210125,SZ159985
20210126,SH510210
20210126,SH518880
20210126,SZ159941
20210126,SH513900
20210127,SH510210
20210127,SH518880
20210127,SZ159941
20210128,SH510210
20210128,SH518880
20210128,SH512220
20210128,SZ159941
20210128,SH515580
20210129,SZ159915
20210129,SZ159941
20210129,SZ159949
20210129,SZ159952
20210129,SZ159975
20210201,SH510210
20210201,SH518880
20210201,SZ159941
20210201,SZ159975
20210201,SH515580
20210202,SH518880
20210202,SZ159941
20210202,SZ159975
20210203,SH518880
20210203,SZ159941
20210203,SH513900
20210203,SZ159975
20210203,SH515860
20210204,SH518880
20210204,SZ159941
20210204,SH513900
20210204,SZ159975
20210205,SH518880
20210205,SZ159941
20210205,SH513900
20210205,SZ159975
20210208,SZ159941
20210208,SH513900
20210209,SZ159941
20210209,SH513900
20210210,SH513900
20210210,SZ159968
20210218,SH510710
20210218,SH513900
20210218,SH515650
20210219,SH510710
20210219,SH512550
20210219,SH513900
20210222,SH510150
20210222,SZ159915
20210222,SH510710
20210222,SH515650
20210222,SH515660
20210223,SH510150
20210223,SZ159915
20210223,SH510710
20210223,SH515650
20210223,SH515660
20210224,SH510150
20210224,SZ159915
20210224,SH510300
20210224,SH510330
20210224,SH510710
20210225,SH510150
20210225,SZ159915
20210225,SZ159949
20210225,SZ159952
20210225,SH515650
20210226,SH510150
20210226,SZ159915
20210226,SZ159949
20210226,SH513050
20210226,SH515650
20210301,SH510150
20210301,SH513050
20210301,SH513900
20210301,SH515650
20210302,SH510150
20210302,SZ159949
20210302,SH513050
20210302,SH515650
20210302,SH515200
20210303,SH513900
20210304,SH510150
20210304,SZ159949
20210304,SH513050
20210304,SH515650
20210304,SH515200
20210308,SH510150
20210308,SZ159915
20210308,SZ159949
20210308,SH513050
20210308,SH515650
20210309,SH510050
20210309,SH510150
20210309,SZ159915
20210309,SH510300
20210309,SH510330
20210310,SH510150
20210310,SZ159915
20210310,SH513050
20210310,SH510390
20210310,SH515650
20210311,SH513000
20210312,SH510150
20210312,SZ159915
20210312,SZ159949
20210312,SH513050
20210312,SH515650
20210315,SH510150
20210315,SZ159915
20210315,SZ159949
20210315,SH513050
20210315,SH515200
20210316,SH515860
20210316,SH515200
20210318,SH515580
20210319,SZ159915
20210319,SH512220
20210319,SZ159949
20210319,SH513050
20210319,SH515650
20210322,SH512220
20210323,SZ159915
20210323,SH512220
20210323,SZ159949
20210323,SZ159952
20210323,SH515650
20210324,SH512220
20210324,SH513900
20210325,SH512220
20210325,SH513050
20210325,SZ159954
20210326,SH512220
20210326,SH513900
20210329,SH512220
20210329,SH513050
20210412,SH515650
20210416,SH513100
20210419,SH513100
20210420,SH513100
20210421,SH513100
20210422,SH513100
20210423,SH513100
20210426,SH513100
20210427,SH513100
20210428,SH513100
20210429,SH513100
20210430,SH513100
20210506,SH513100
20210507,SH513100
20210507,SH515950
20210510,SH513100
20210510,SH513050
20210511,SH513100
20210511,SH518800
20210511,SH513050
20210512,SH513100
20210512,SH518800
20210512,SH513050
20210513,SH513100
20210513,SH518800
20210513,SH513500
20210513,SH513050
20210514,SH513100
20210514,SH518800
20210514,SH513500
20210517,SH513100
20210517,SH518800
20210517,SH513500
20210518,SH513100
20210518,SH518800
20210518,SH513500
20210519,SH518800
20210519,SH513500
20210520,SH518800
20210520,SH513500
20210521,SH518800
20210521,SH513500
20210524,SH518800
20210524,SH513500
20210525,SH518800
20210525,SH513500
20210526,SH518800
20210526,SH513500
20210526,SZ159941
20210527,SH518800
20210527,SH513500
20210527,SZ159941
20210528,SH518800
20210528,SH513500
20210528,SZ159941
20210531,SH510150
20210531,SH518800
20210531,SH513500
20210531,SZ159941
20210601,SH510150
20210601,SH518800
20210601,SH513500
20210601,SZ159941
20210602,SH510150
20210602,SH518800
20210602,SH513500
20210602,SZ159941
20210603,SH510150
20210603,SH518800
20210603,SH513500
20210603,SZ159941
20210604,SH510150
20210604,SH518800
20210604,SH513500
20210604,SZ159941
20210607,SH510150
20210607,SH518800
20210607,SH513500
20210607,SZ159941
20210608,SH513500
20210608,SZ159941
20210608,SH513050
20210609,SH513500
20210609,SZ159941
20210609,SH513050
20210610,SH513500
20210610,SZ159941
20210610,SH513050
20210611,SH513500
20210611,SZ159941
20210615,SH513500
20210615,SZ159941
20210616,SH513500
20210616,SZ159941
20210617,SH513500
20210617,SZ159941
20210618,SH513500
20210618,SZ159941
20210618,SH510600
20210618,SZ159985
20210621,SH513500
20210621,SZ159941
20210621,SH510600
20210621,SZ159985
20210621,SZ159807
20210622,SH513500
20210622,SZ159941
20210622,SH510600
20210622,SZ159807
20210623,SH513500
20210623,SZ159941
20210623,SH510600
20210623,SZ159807
20210624,SH513500
20210624,SZ159941
20210624,SH510600
20210624,SZ159807
20210625,SH513100
20210625,SH518800
20210625,SH513500
20210625,SZ159941
20210625,SZ159807
20210628,SH513100
20210628,SH518800
20210628,SH513500
20210628,SZ159941
20210628,SZ159807
20210629,SH513100
20210629,SH518800
20210629,SH513500
20210629,SZ159941
20210630,SH513100
20210630,SH518800
20210630,SH513500
20210630,SZ159941
20210701,SH513100
20210701,SH518800
20210701,SH513500
20210701,SZ159941
20210702,SH513100
20210702,SH518880
20210702,SH513500
20210702,SZ159937
20210702,SZ159941
20210705,SH513100
20210705,SH518880
20210705,SH513500
20210705,SZ159937
20210705,SZ159941
20210706,SH513100
20210706,SH518880
20210706,SH513500
20210706,SZ159937
20210706,SZ159941
20210707,SH513100
20210707,SH518880
20210707,SH513500
20210707,SZ159937
20210707,SZ159941
20210708,SH513100
20210708,SH518880
20210708,SH513500
20210708,SZ159937
20210708,SH513050
20210709,SH513100
20210709,SH518880
20210709,SH513500
20210709,SZ159937
20210709,SH513050
20210712,SH513100
20210712,SH518880
20210712,SH513500
20210712,SZ159937
20210712,SZ159941
20210713,SH513100
20210713,SH518880
20210713,SH513500
20210713,SZ159937
20210713,SZ159941
20210714,SH513100
20210714,SH518880
20210714,SH513500
20210714,SZ159937
20210714,SZ159941
20210715,SH513100
20210715,SH518880
20210715,SH513500
20210715,SZ159937
20210715,SZ159941
20210716,SH513100
20210716,SH518880
20210716,SH513500
20210716,SZ159937
20210716,SZ159941
20210719,SH513100
20210719,SH518880
20210719,SH513500
20210719,SZ159937
20210719,SH510580
20210720,SH513100
20210720,SH518880
20210720,SH513500
20210720,SZ159937
20210720,SH510580
20210721,SH513100
20210721,SH518880
20210721,SH513500
20210721,SZ159937
20210721,SH510580
20210722,SH513100
20210722,SH518880
20210722,SH513500
20210722,SZ159937
20210722,SH510580
20210723,SH513100
20210723,SH518880
20210723,SH513500
20210723,SZ159937
20210723,SH510580
20210726,SH513100
20210726,SH518880
20210726,SH513500
20210726,SZ159937
20210726,SH513050
20210727,SH510050
20210727,SZ159915
20210727,SH510300
20210727,SH518880
20210727,SZ159949
20210728,SZ159915
20210728,SH510300
20210728,SH513100
20210728,SH518880
20210728,SZ159949
20210729,SH513100
20210729,SH518880
20210729,SH513500
20210729,SZ159937
20210729,SH513050
20210730,SH513100
20210730,SH518880
20210730,SH513500
20210730,SH513050
20210730,SH515650
20210802,SH513100
20210802,SH518880
20210802,SH513500
20210802,SZ159941
20210802,SH513050
20210803,SH513100
20210803,SH518880
20210803,SH513500
20210803,SZ159941
20210803,SH513900
20210804,SH513100
20210804,SH518880
20210804,SH513500
20210804,SZ159941
20210804,SH515650
20210805,SH513100
20210805,SH518880
20210805,SH518800
20210805,SH513500
20210805,SH513050
20210806,SH513100
20210806,SH518880
20210806,SH518800
20210806,SH513500
20210806,SH513050
20210809,SH513100
20210809,SH518880
20210809,SH518800
20210809,SH513500
20210809,SZ159941
20210810,SH513100
20210810,SH518880
20210810,SH518800
20210810,SH513500
20210811,SH513100
20210811,SH518880
20210811,SH518800
20210811,SH513500
20210811,SZ159941
20210812,SH513100
20210812,SH518880
20210812,SH518800
20210812,SH513500
20210812,SZ159941
20210813,SH513100
20210813,SH518880
20210813,SH518800
20210813,SH513500
20210813,SZ159941
20210816,SH513100
20210816,SH518880
20210816,SH518800
20210816,SH513500
20210816,SZ159941
20210817,SH513100
20210817,SH518880
20210817,SH518800
20210817,SH513500
20210817,SZ159941
20210818,SH513100
20210818,SH518880
20210818,SH518800
20210818,SH513500
20210818,SZ159941
20210819,SH513100
20210819,SH518880
20210819,SH518800
20210819,SZ159941
20210819,SH513050
20210820,SH513100
20210820,SH518880
20210820,SH518800
20210820,SH513050
20210820,SH515650
20210823,SH513100
20210823,SH518880
20210823,SH518800
20210823,SZ159941
20210823,SH515650
20210824,SH513100
20210824,SH518880
20210824,SZ159937
20210824,SZ159941
20210824,SH515100
20210825,SH513100
20210825,SH518880
20210825,SZ159937
20210825,SZ159941
20210825,SH515100
20210826,SH513100
20210826,SH518880
20210826,SH513500
20210826,SZ159937
20210826,SZ159941
20210827,SH513100
20210827,SH518880
20210827,SH513500
20210827,SZ159937
20210827,SZ159941
20210830,SH513100
20210830,SH518880
20210830,SH513500
20210830,SZ159937
20210830,SZ159941
20210831,SH513100
20210831,SH518880
20210831,SH513500
20210831,SZ159937
20210831,SZ159941
20210901,SH513100
20210901,SH518880
20210901,SH513500
20210901,SZ159937
20210901,SZ159941
20210902,SH513100
20210902,SH518880
20210902,SH513500
20210902,SZ159937
20210902,SZ159941
20210903,SH513100
20210903,SH518800
20210903,SH513500
20210903,SZ159937
20210903,SZ159941
20210906,SH513100
20210906,SH518880
20210906,SH513500
20210906,SZ159937
20210906,SZ159941
20210907,SH513100
20210907,SH518880
20210907,SH513500
20210907,SZ159937
20210907,SZ159941
20210908,SH513100
20210908,SH518880
20210908,SH513500
20210908,SZ159937
20210908,SZ159941
20210909,SH513100
20210909,SH518880
20210909,SH513500
20210909,SZ159937
20210909,SZ159941
20210910,SH513100
20210910,SH518880
20210910,SH518800
20210910,SH513500
20210910,SZ159941
20210913,SH513100
20210913,SH518880
20210913,SH518800
20210913,SH513500
20210913,SZ159941
20210914,SH513100
20210914,SH518880
20210914,SH518800
20210914,SZ159941
20210914,SH513050
20210915,SH513100
20210915,SH518880
20210915,SH518800
20210915,SZ159941
20210915,SH513050
20210916,SH513100
20210916,SH518880
20210916,SH518800
20210916,SZ159941
20210916,SH513050
20210917,SH513100
20210917,SH518880
20210917,SH518800
20210917,SH513500
20210917,SZ159941
20210922,SH513100
20210922,SH518880
20210922,SH518800
20210922,SH513500
20210922,SZ159941
20210923,SH513100
20210923,SH518880
20210923,SH518800
20210923,SH513500
20210923,SZ159941
20210924,SH513100
20210924,SH518880
20210924,SH518800
20210924,SH513500
20210924,SZ159941
20210927,SH513100
20210927,SH518880
20210927,SH518800
20210927,SH513500
20210927,SZ159941
20210928,SH513100
20210928,SH518880
20210928,SH518800
20210928,SH513500
20210928,SZ159941
20210929,SH513100
20210929,SH518880
20210929,SH518800
20210929,SZ159941
20210929,SH512100
20210930,SH513100
20210930,SH518880
20210930,SH518800
20210930,SH513500
20210930,SZ159941
20211008,SH513100
20211008,SH518880
20211008,SH518800
20211008,SH513500
20211008,SZ159941
20211011,SH513100
20211011,SH518880
20211011,SH518800
20211011,SH513500
20211011,SZ159941
20211012,SH513100
20211012,SH518880
20211012,SH518800
20211012,SH513500
20211012,SZ159941
20211013,SH513100
20211013,SH518880
20211013,SH518800
20211013,SH513500
20211013,SZ159941
20211014,SH513100
20211014,SH518880
20211014,SH518800
20211014,SH513500
20211014,SZ159941
20211015,SH513100
20211015,SH518880
20211015,SH518800
20211015,SH513500
20211018,SH513100
20211018,SH518880
20211018,SH518800
20211018,SH513500
20211018,SH518850
20211019,SH513100
20211019,SH518880
20211019,SH518800
20211019,SH513500
20211019,SH518850
20211020,SH513100
20211020,SH518880
20211020,SH518800
20211020,SH513500
20211020,SH518850
20211021,SH513100
20211021,SH518800
20211021,SH513500
20211021,SH513880
20211021,SH518850
20211022,SH513100
20211022,SH518800
20211022,SH513500
20211022,SZ159941
20211025,SH513100
20211025,SH518800
20211025,SH513500
20211025,SZ159941
20211025,SH513880
20211026,SH513100
20211026,SH518800
20211026,SH513500
20211026,SZ159937
20211026,SZ159941
20211027,SH513100
20211027,SH518800
20211027,SH513500
20211027,SZ159937
20211027,SZ159941
20211028,SH518800
20211028,SH513500
20211028,SZ159937
20211028,SZ159941
20211029,SH518800
20211029,SH513500
20211029,SZ159937
20211029,SZ159941
20211101,SH518800
20211101,SH513500
20211101,SZ159937
20211101,SZ159941
20211101,SH515580
20211102,SH518800
20211102,SH513500
20211102,SZ159937
20211102,SZ159941
20211102,SH515580
20211103,SH513100
20211103,SH518800
20211103,SH513500
20211103,SZ159937
20211103,SZ159941
20211104,SH513100
20211104,SH518800
20211104,SH513500
20211104,SZ159937
20211104,SZ159941
20211105,SH513100
20211105,SH518800
20211105,SH513500
20211105,SZ159937
20211105,SZ159941
20211108,SH513100
20211108,SH518800
20211108,SH513500
20211108,SZ159937
20211108,SZ159941
20211109,SH513100
20211109,SH518800
20211109,SH513500
20211109,SZ159937
20211109,SZ159941
20211110,SH513100
20211110,SH518800
20211110,SH513500
20211110,SZ159937
20211110,SZ159941
20211111,SH513100
20211111,SH518800
20211111,SH513500
20211111,SZ159937
20211111,SZ159941
20211112,SH513100
20211112,SH518800
20211112,SH513500
20211112,SZ159937
20211112,SZ159941
20211115,SH513100
20211115,SH518800
20211115,SH513500
20211115,SZ159937
20211115,SZ159941
20211116,SH513100
20211116,SH518800
20211116,SH513500
20211116,SZ159937
20211116,SZ159941
20211117,SH513100
20211117,SH518800
20211117,SH513500
20211117,SZ159937
20211117,SZ159941
20211118,SH513100
20211118,SH518800
20211118,SH513500
20211118,SZ159937
20211118,SZ159941
20211119,SH513100
20211119,SH518800
20211119,SH513500
20211119,SZ159937
20211119,SZ159941
20211122,SH513100
20211122,SH518800
20211122,SH513500
20211122,SZ159937
20211122,SZ159941
20211123,SH513100
20211123,SH518800
20211123,SH513500
20211123,SZ159941
20211123,SH515810
20211124,SH513100
20211124,SH518800
20211124,SH513500
20211124,SZ159941
20211124,SH515810
20211125,SH513100
20211125,SH518880
20211125,SH518800
20211125,SH513500
20211125,SZ159941
20211126,SH513100
20211126,SH518880
20211126,SH518800
20211126,SH513500
20211126,SZ159941
20211129,SH513100
20211129,SH518880
20211129,SH518800
20211129,SH513500
20211129,SZ159941
20211130,SH513100
20211130,SH518880
20211130,SH518800
20211130,SH513500
20211130,SZ159941
20211201,SH518880
20211201,SH518800
20211201,SH513500
20211201,SZ159941
20211201,SH513300
20211202,SH518880
20211202,SH518800
20211202,SH513500
20211202,SZ159941
20211202,SH513300
20211203,SH518880
20211203,SH518800
20211203,SH513500
20211203,SZ159941
20211203,SH513300
20211206,SH518880
20211206,SH518800
20211206,SH513500
20211206,SZ159941
20211206,SH513300
20211207,SH518880
20211207,SH518800
